,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,random_state,rsme
1424,mae,4.0,auto,0.69,47,69,0.09636886992114051
1425,mae,2.0,log2,0.92,42,24,0.09597919934762342
1426,mse,3.0,log2,0.45,24,87,0.09535568714303802
1427,mae,2.0,log2,0.72,43,62,0.0962939882636372
1428,mae,2.0,auto,0.79,80,16,0.09611106820033619
1429,mse,4.0,auto,0.74,25,55,0.09553949011433543
1430,mae,3.0,auto,0.91,77,43,0.09688869622615316
1431,mae,4.0,sqrt,0.58,89,67,0.09705637822381026
1432,mse,2.0,sqrt,0.82,64,44,0.09631154014139139
1433,mse,1.0,sqrt,0.98,64,89,0.09588678064571081
1434,mse,1.0,auto,0.74,52,49,0.09658986942007723
1435,mse,,sqrt,0.25,51,24,0.09589306769786747
1436,mse,2.0,auto,0.54,95,30,0.09584096890198547
1437,mse,3.0,sqrt,0.95,67,30,0.09556471643213867
1438,mse,3.0,log2,0.79,20,18,0.09627294200440781
1439,mse,,log2,0.38,70,97,0.09677930701359733
1440,mae,2.0,sqrt,0.1,33,65,0.09570966187370256
1441,mse,1.0,auto,0.63,15,15,0.09595873182051982
1442,mse,1.0,log2,0.42,31,98,0.09615213366975704
1443,mse,,auto,0.26,25,98,0.09623210369946587
1444,mse,4.0,auto,0.47,21,71,0.096309687220439
1445,mae,1.0,log2,0.44,21,71,0.09731164877998202
1446,mse,,auto,0.51,28,17,0.09637856978636011
1447,mae,3.0,sqrt,0.72,13,69,0.09431496616553235
1448,mse,2.0,log2,0.55,14,23,0.09565346298202965
1449,mse,,auto,0.52,73,73,0.09684833897997958
1450,mse,,log2,0.15,72,63,0.09648228508113821
1451,mse,1.0,log2,0.49,55,17,0.09613638751326724
1452,mse,1.0,sqrt,0.24,86,66,0.09614555352180636
1453,mse,2.0,sqrt,0.19,62,33,0.09627680978668274
1454,mse,1.0,log2,0.89,51,93,0.09675252347155859
1455,mae,3.0,log2,0.86,41,20,0.09526478993956183
1456,mse,1.0,log2,0.11,61,71,0.09596524135148408
1457,mse,,sqrt,0.65,34,40,0.09667335249036553
1458,mse,1.0,auto,0.16,81,46,0.09631424428209477
1459,mse,3.0,sqrt,0.81,19,99,0.09547835509564384
1460,mse,,auto,0.88,67,90,0.09579146652940054
1461,mse,1.0,log2,0.33,68,45,0.09547410293762984
1462,mae,4.0,sqrt,0.61,53,96,0.09684830295286855
1463,mae,1.0,auto,0.95,80,36,0.09627602457904
1464,mae,2.0,auto,0.3,90,91,0.09719972324200414
1465,mse,,auto,0.57,78,25,0.09381360579903736
1466,mae,,auto,0.7,68,10,0.09677246837073268
1467,mae,1.0,log2,0.65,39,32,0.09657987395897176
1468,mse,,auto,0.48,31,88,0.09656802855676291
1469,mse,3.0,log2,0.65,16,88,0.09550972514566673
1470,mse,4.0,sqrt,0.98,64,18,0.09696324757360127
1471,mse,4.0,log2,0.33,93,87,0.09580980279706063
1472,mse,2.0,auto,0.87,54,43,0.09580077421647165
1473,mae,3.0,log2,0.72,56,35,0.09680526928282412
1474,mse,3.0,log2,0.79,47,88,0.09530852785493253
1475,mae,3.0,auto,0.21,93,17,0.09660832758860519
1476,mae,4.0,auto,0.5,64,99,0.09583958522334195
1477,mae,1.0,log2,0.44,55,84,0.0967432301359191
1478,mae,,log2,0.52,83,36,0.09734171889004425
1479,mse,2.0,log2,0.75,55,43,0.09542346721367498
1480,mae,3.0,sqrt,0.99,40,55,0.0966466816436996
1481,mae,2.0,auto,0.67,74,32,0.09630224268361914
1482,mae,4.0,auto,0.7,95,29,0.09694354518358049
1483,mse,4.0,log2,0.52,26,97,0.0941242613530922
1484,mae,4.0,auto,0.15,92,51,0.09573565759262705
1485,mse,4.0,auto,0.8,66,84,0.09660019352136516
1486,mae,3.0,log2,0.69,93,25,0.09681248949171714
1487,mae,3.0,sqrt,0.12,39,82,0.0962559764177775
1488,mae,2.0,auto,0.44,54,35,0.09706146230255129
1489,mse,,auto,0.12,77,23,0.09382178604128678
1490,mse,4.0,sqrt,0.96,28,47,0.09605887084530082
1491,mse,4.0,sqrt,0.52,21,40,0.09413611575795751
1492,mae,3.0,auto,0.92,90,70,0.09606823609041447
1493,mae,4.0,auto,0.43,76,19,0.09619849460906386
1494,mse,4.0,log2,0.68,22,87,0.09557284354630471
1495,mse,3.0,auto,0.38,36,36,0.09657397362008574
1496,mse,1.0,log2,0.22,88,36,0.09632203820039943
1497,mae,4.0,sqrt,0.69,65,72,0.09541208313126016
1498,mse,1.0,log2,0.28,63,18,0.09499429747859202
1499,mae,2.0,sqrt,0.28,51,58,0.09602962388716034
1500,mae,1.0,log2,0.13,66,70,0.09595339050935223
1501,mse,1.0,sqrt,0.23,80,46,0.09654605823313586
1502,mse,3.0,auto,0.42,79,73,0.09603452809617417
1503,mae,,log2,0.74,42,35,0.09638715451367144
1504,mse,2.0,log2,0.63,56,65,0.09742926062669187
1505,mae,2.0,auto,0.29,75,28,0.09704534428460163
1506,mae,1.0,auto,0.22,49,35,0.09585861130153654
1507,mae,,sqrt,0.44,15,80,0.09798772955486452
1508,mse,,auto,0.49,49,66,0.0962633187283015
1509,mae,2.0,auto,0.48,58,74,0.0969045775959791
1510,mae,4.0,auto,0.21,37,90,0.09585134894974202
1511,mae,,sqrt,0.69,65,35,0.09620828305083763
1512,mae,4.0,sqrt,0.4,87,65,0.09558803904726873
1513,mae,3.0,sqrt,0.5,48,45,0.09547075778459471
1514,mse,3.0,auto,0.54,15,12,0.09588400724682203
1515,mse,2.0,sqrt,0.94,24,12,0.0972341930963518
1516,mse,,sqrt,0.77,92,14,0.09609600943449935
1517,mae,1.0,log2,0.31,76,70,0.0969620169886932
1518,mse,1.0,auto,0.91,73,64,0.0969653440228296
1519,mse,1.0,auto,0.89,32,14,0.09449135661974492
1520,mae,4.0,log2,0.98,27,39,0.09607978641455471
1521,mae,3.0,sqrt,0.18,65,87,0.0963347878796299
1522,mae,1.0,log2,0.26,79,42,0.09725269836742588
1523,mse,,sqrt,0.44,54,32,0.09468485882813621
1524,mae,2.0,log2,0.97,92,13,0.09701294900604417
1525,mae,2.0,auto,0.29,46,59,0.09609774339016501
1526,mae,3.0,sqrt,0.79,60,22,0.09655755268976154
1527,mse,3.0,sqrt,0.7,47,66,0.0958400877963027
1528,mae,2.0,sqrt,0.4,54,44,0.09684889427085056
1529,mse,2.0,log2,0.7,39,19,0.09448515016479403
1530,mse,,sqrt,0.46,47,10,0.09658859182868387
1531,mae,,auto,0.92,69,23,0.09603284903586586
1532,mse,1.0,log2,0.73,44,78,0.09602417074373777
1533,mae,4.0,sqrt,0.57,80,36,0.09803970077465926
1534,mse,3.0,log2,0.85,12,85,0.09755946784469774
1535,mae,3.0,log2,0.61,77,33,0.0969124418358331
1536,mae,1.0,auto,0.38,75,77,0.09687679171051246
1537,mae,4.0,sqrt,0.73,46,52,0.09638383763452296
1538,mae,2.0,sqrt,0.51,90,63,0.0959708751023968
1539,mse,,log2,0.69,36,36,0.09701953722701391
1540,mse,,sqrt,0.58,20,96,0.09559716734781427
1541,mse,3.0,log2,0.48,27,34,0.09749306406108252
1542,mse,4.0,sqrt,0.77,58,49,0.09674512097275025
1543,mae,4.0,auto,0.9,86,33,0.09798618907042014
1544,mae,4.0,log2,0.43,76,61,0.0972470218774417
1545,mae,4.0,auto,0.13,63,58,0.09620601199610598
1546,mae,4.0,log2,0.1,61,69,0.09685773432030133
1547,mse,,auto,0.29,47,40,0.09585836587473073
1548,mse,,log2,0.42,90,63,0.09540652549685373
1549,mae,4.0,log2,0.67,27,82,0.09614734062760767
1550,mae,1.0,log2,0.55,66,54,0.09765166953543043
1551,mse,2.0,auto,0.7,19,44,0.0961408094629419
1552,mse,,log2,0.42,11,45,0.09692574653996215
1553,mse,2.0,sqrt,0.39,37,30,0.09638082079754276
1554,mae,4.0,log2,0.19,27,56,0.09742292359471953
1555,mae,1.0,sqrt,0.19,87,20,0.09727697472109331
1556,mse,3.0,log2,0.15,66,43,0.09681023896689474
1557,mae,,log2,0.74,84,79,0.09663527045166825
1558,mse,,sqrt,0.79,52,61,0.09624644139377583
1559,mae,1.0,log2,0.21,82,17,0.0951546275667235
1560,mae,2.0,log2,0.48,48,93,0.09616091610277755
1561,mae,1.0,log2,0.44,17,10,0.09686244726082327
1562,mse,3.0,log2,0.11,85,62,0.09605728165722491
1563,mse,2.0,sqrt,0.41,11,67,0.0958327145785232
1564,mae,,sqrt,0.75,23,52,0.09590018274624978
1565,mse,4.0,auto,0.52,90,76,0.09475436223089602
1566,mse,3.0,auto,0.11,86,77,0.09645331858142332
1567,mae,2.0,auto,0.36,28,38,0.09507492999364461
1568,mse,1.0,log2,0.23,74,79,0.0965268411172951
1569,mse,3.0,log2,0.87,78,98,0.09709974972116137
1570,mae,4.0,log2,0.81,27,91,0.09755479088900261
1571,mse,2.0,sqrt,0.33,33,62,0.09529205024268116
1572,mse,4.0,sqrt,0.32,83,30,0.0963498878573279
1573,mse,3.0,log2,0.15,30,46,0.09552183570060531
1574,mse,,sqrt,0.6,85,36,0.09684821095005716
1575,mse,,log2,0.94,83,32,0.09665191644739031
1576,mae,1.0,sqrt,0.96,26,31,0.09632226716808324
1577,mae,,auto,0.9,61,46,0.0977848347191941
1578,mse,,sqrt,0.54,76,40,0.09605453134872513
1579,mse,1.0,auto,0.92,70,92,0.09677918093150235
1580,mse,2.0,log2,0.77,46,31,0.09610508039278935
1581,mse,,auto,0.81,80,69,0.09576708365927343
1582,mse,2.0,auto,0.72,29,17,0.09641589384856306
1583,mse,,log2,0.94,68,85,0.09716884289485023
1584,mae,1.0,auto,0.59,39,38,0.09580635209917261
1585,mse,1.0,auto,0.74,13,71,0.09703347984544657
1586,mae,4.0,auto,0.8,62,73,0.09576343622655907
1587,mse,2.0,log2,0.49,38,75,0.09631607921497196
1588,mae,4.0,sqrt,0.28,61,27,0.09725802958047586
1589,mae,3.0,auto,0.94,36,96,0.09647393623855235
1590,mae,3.0,log2,0.91,11,58,0.09807379939558716
1591,mse,3.0,sqrt,0.14,43,50,0.0956191533616769
1592,mae,1.0,log2,0.99,90,76,0.09567200281296313
1593,mae,3.0,sqrt,0.34,50,12,0.09722663501567444
1594,mae,2.0,auto,0.28,70,29,0.09593245204537539
1595,mse,,sqrt,0.36,48,38,0.09657989347634066
1596,mse,,auto,0.92,50,39,0.09711550835465782
1597,mae,1.0,sqrt,0.2,57,10,0.09694963338292853
1598,mae,,auto,0.39,93,49,0.09807384847635528
1599,mse,1.0,auto,0.63,93,22,0.09637099890226893
1600,mae,4.0,sqrt,0.54,21,58,0.09640306851323062
1601,mae,2.0,auto,0.55,53,35,0.0972948712156915
1602,mse,2.0,sqrt,0.39,66,16,0.09608915333929867
1603,mae,1.0,auto,0.58,94,32,0.09648023269123163
1604,mae,3.0,log2,0.71,55,11,0.09535509007213216
1605,mae,1.0,auto,0.33,73,59,0.09647314377122428
1606,mae,,sqrt,0.15,61,45,0.09635183010445715
1607,mse,1.0,sqrt,0.78,96,65,0.0966511435455455
1608,mse,4.0,log2,0.26,16,46,0.09518434859248046
1609,mse,,auto,0.84,96,53,0.09680299244032145
1610,mae,4.0,auto,0.82,67,28,0.09718820484528819
1611,mae,1.0,sqrt,0.81,17,63,0.09650633373398194
1612,mae,2.0,log2,0.25,40,26,0.09665543594697361
1613,mae,3.0,auto,0.74,87,50,0.09599491864792273
1614,mse,2.0,auto,0.16,37,26,0.09685878584085073
1615,mse,,auto,0.75,44,46,0.09667431968235476
1616,mae,3.0,auto,0.13,92,23,0.09676804845271106
1617,mae,1.0,auto,0.77,33,99,0.09565086255548148
1618,mae,1.0,log2,0.33,68,82,0.09610028323060008
1619,mse,2.0,sqrt,0.44,85,56,0.09622833121218742
1620,mae,,log2,0.32,12,31,0.09621977517371959
1621,mse,2.0,log2,0.2,76,92,0.09633092750995301
1622,mae,4.0,log2,0.91,69,78,0.09726820715427494
1623,mse,3.0,auto,0.31,86,53,0.0944957373469001
1624,mae,,auto,0.43,31,52,0.09560269425712865
1625,mae,4.0,auto,0.48,41,22,0.09601762919544915
1626,mae,4.0,auto,0.26,76,98,0.09721767085673749
1627,mae,,log2,0.59,95,64,0.09667027476074763
1628,mse,,sqrt,0.15,72,24,0.09476758837370293
1629,mse,,log2,0.33,77,67,0.09577793175400819
1630,mse,2.0,auto,0.22,59,55,0.09621224429316645
1631,mae,,sqrt,0.88,95,79,0.09617686915682216
1632,mse,,log2,0.58,91,25,0.09722587658193005
1633,mae,4.0,auto,0.52,63,46,0.09614982344627426
1634,mae,4.0,sqrt,0.1,68,92,0.09581417145535463
1635,mse,3.0,sqrt,0.49,57,14,0.09614501360926085
1636,mae,,sqrt,0.36,26,87,0.09665502544803312
1637,mse,4.0,auto,0.56,74,69,0.09776888291667145
1638,mae,2.0,log2,0.21,69,36,0.09721112825057777
1639,mse,4.0,sqrt,0.43,69,91,0.09418647049022166
1640,mae,3.0,log2,0.78,96,71,0.09662904585915857
1641,mae,1.0,log2,0.2,27,35,0.09603509510092981
1642,mse,3.0,sqrt,0.9,54,54,0.09496787877661315
1643,mse,,log2,0.48,20,81,0.09672955962988514
1644,mae,2.0,sqrt,0.34,76,45,0.09657721011239383
1645,mae,,auto,0.46,66,69,0.09725674840237782
1646,mae,2.0,auto,0.38,90,21,0.09647690397947069
1647,mae,2.0,auto,0.28,51,66,0.09568392394478238
1648,mse,3.0,auto,0.82,70,37,0.09782175952895865
1649,mae,3.0,log2,0.43,30,29,0.09700501958470224
1650,mae,,log2,0.74,39,76,0.0960524981983906
1651,mse,,sqrt,0.73,12,73,0.09631123400150327
1652,mse,2.0,auto,0.35,36,72,0.09557171950181416
1653,mae,3.0,log2,0.74,11,76,0.09588586095087719
1654,mse,,auto,0.89,66,22,0.09613386601955476
1655,mae,4.0,sqrt,0.46,50,52,0.0965585753330171
1656,mae,2.0,log2,0.14,29,76,0.09588897908494116
1657,mae,1.0,auto,0.8,62,10,0.0958324489111049
1658,mse,1.0,log2,0.2,42,58,0.09566012630212682
1659,mae,4.0,sqrt,0.51,30,18,0.09624524947223231
1660,mae,1.0,sqrt,0.51,47,35,0.09514791600478502
1661,mse,3.0,sqrt,0.81,56,53,0.09492839326981649
1662,mae,3.0,log2,0.41,75,72,0.09681846320800463
1663,mse,,auto,0.13,74,72,0.09459666485267951
1664,mse,4.0,log2,0.53,95,38,0.09588136271046092
1665,mae,1.0,auto,0.62,65,74,0.0959141862172773
1666,mse,1.0,sqrt,0.42,97,70,0.09659958174384999
1667,mse,1.0,auto,0.92,13,83,0.09589980005836729
1668,mse,,log2,0.7,12,69,0.09664144908799208
1669,mae,,auto,0.32,95,56,0.09561247668917187
1670,mae,2.0,sqrt,0.97,28,49,0.09723990938856217
1671,mse,4.0,sqrt,0.52,77,82,0.09817989831555995
1672,mse,,log2,0.81,22,14,0.09437231727720795
1673,mse,3.0,sqrt,0.65,28,18,0.09621832030333227
1674,mse,4.0,log2,0.26,15,80,0.09821533036942737
1675,mae,2.0,log2,0.11,32,20,0.09697654301682648
1676,mse,,log2,0.5,74,77,0.09497675326321814
1677,mae,,log2,0.32,52,53,0.09667561258054462
1678,mse,3.0,auto,0.19,36,37,0.09644840370459387
1679,mae,,log2,0.52,16,23,0.09649116727581504
1680,mae,1.0,sqrt,0.75,53,66,0.0940645670155321
1681,mae,4.0,log2,0.1,85,58,0.09566734672241682
1682,mae,1.0,sqrt,0.13,81,88,0.0964615249930486
1683,mae,,auto,0.8,18,22,0.09570523559634085
1684,mse,1.0,auto,0.81,63,44,0.0951164207461521
1685,mse,1.0,log2,0.61,52,80,0.09598596127847284
1686,mse,2.0,log2,0.41,78,21,0.09575413324382447
1687,mse,,auto,0.91,59,48,0.09598565756337446
1688,mse,,auto,0.55,98,29,0.09580242379416047
1689,mse,2.0,sqrt,0.44,46,35,0.0956705067732415
1690,mse,3.0,sqrt,0.72,69,68,0.09633974593432439
1691,mae,4.0,auto,0.24,46,98,0.09561241576731462
1692,mse,4.0,log2,0.15,82,43,0.09744836816424247
1693,mse,3.0,auto,0.11,62,76,0.09592471525716922
1694,mae,3.0,sqrt,0.55,60,73,0.09663275348431503
1695,mae,3.0,auto,0.92,49,75,0.09735506380464205
1696,mse,4.0,log2,0.54,29,29,0.09590983862124759
1697,mse,4.0,sqrt,0.6,38,25,0.09683899713717607
1698,mse,1.0,log2,0.61,15,54,0.09585410500378322
1699,mse,,log2,0.95,37,41,0.09580200845263369
1700,mae,2.0,sqrt,0.74,76,35,0.09698100718454888
1701,mae,4.0,sqrt,0.85,12,63,0.0968030496247807
1702,mse,4.0,sqrt,0.55,82,93,0.09751066710639969
1703,mse,2.0,auto,0.76,42,33,0.09665098243616561
1704,mse,1.0,auto,0.88,49,92,0.09517263603690194
1705,mse,3.0,log2,0.96,98,87,0.0960324198603796
1706,mae,3.0,log2,0.69,21,90,0.09418893814802132
1707,mae,,sqrt,0.12,24,51,0.0974640945432121
1708,mae,,log2,0.8,75,76,0.09801930988479081
1709,mse,3.0,auto,0.85,78,83,0.09571456339026967
1710,mse,1.0,auto,0.86,52,53,0.09660416598779208
1711,mse,,log2,0.58,19,19,0.09537521025790084
1712,mae,1.0,log2,0.16,34,35,0.09782040608381552
1713,mae,4.0,auto,0.7,60,88,0.0966981005440687
1714,mae,4.0,auto,0.89,12,21,0.09666790256774381
1715,mae,2.0,log2,0.52,65,27,0.09501585147403874
1716,mse,,sqrt,0.75,18,47,0.09414557452974322
1717,mae,3.0,log2,0.38,20,15,0.09731980605793976
1718,mse,1.0,auto,0.71,57,44,0.0970988207666511
1719,mse,4.0,auto,0.15,54,47,0.09621663728360891
1720,mae,,log2,0.78,71,34,0.09576791070691142
1721,mae,,auto,0.33,97,73,0.09732147025421765
1722,mae,3.0,auto,0.96,67,30,0.09517263342480688
1723,mse,1.0,sqrt,0.84,25,72,0.09551536066018074
1724,mae,,auto,0.31,43,92,0.09658548294998708
1725,mae,4.0,sqrt,0.68,60,41,0.09716955470166184
1726,mse,1.0,sqrt,0.74,78,29,0.09563597492284984
1727,mae,3.0,sqrt,0.95,57,12,0.0965702575248972
1728,mae,,auto,0.95,79,55,0.09563245867039963
1729,mae,1.0,sqrt,0.91,68,55,0.09594824573412915
1730,mae,,log2,0.81,26,42,0.09671682768101753
1731,mae,,sqrt,0.46,47,49,0.09706921586656059
1732,mae,2.0,log2,0.64,88,66,0.09559845506873028
1733,mse,4.0,log2,0.44,34,91,0.09595677457904493
1734,mae,,auto,0.64,34,18,0.09655241926787358
1735,mse,,sqrt,0.56,25,91,0.09642895560610523
1736,mse,,auto,0.28,17,11,0.09472683790253719
1737,mae,2.0,sqrt,0.55,90,50,0.0986449399140999
1738,mse,1.0,auto,0.4,61,34,0.09605928166055291
1739,mae,3.0,auto,0.28,47,28,0.09638877559758462
1740,mse,4.0,log2,0.94,67,34,0.09531642981901227
1741,mae,1.0,log2,0.81,90,80,0.09577861224486914
1742,mae,2.0,sqrt,0.62,83,83,0.09832789227512442
1743,mae,4.0,sqrt,0.12,41,25,0.09552860372203302
1744,mae,4.0,sqrt,0.9,87,38,0.09890454273006188
1745,mae,3.0,sqrt,0.63,70,87,0.0955597039025577
1746,mae,1.0,sqrt,0.87,16,63,0.09819964886886015
1747,mse,1.0,auto,0.92,89,69,0.09593124473594479
1748,mae,4.0,auto,0.62,13,28,0.09688397870049557
1749,mse,2.0,sqrt,0.52,80,34,0.09623022071302761
1750,mae,2.0,log2,0.17,66,49,0.09586419030687668
1751,mae,3.0,log2,0.53,46,22,0.09718265587999143
1752,mse,4.0,auto,0.14,54,57,0.09656556950051008
1753,mse,1.0,auto,0.46,87,96,0.09639066418330465
1754,mse,3.0,log2,0.75,60,60,0.09756823269224553
1755,mae,4.0,sqrt,0.4,41,11,0.09651992310922353
1756,mae,3.0,log2,0.8,13,79,0.09611268993535209
1757,mse,4.0,sqrt,0.82,86,47,0.0955140606266217
1758,mse,,auto,0.53,97,99,0.09569183449198612
1759,mse,4.0,log2,0.18,91,79,0.09563358014377672
1760,mse,3.0,auto,0.22,93,26,0.09712260869622785
1761,mae,,auto,0.49,84,49,0.09673988631566884
1762,mse,1.0,sqrt,0.68,95,61,0.09475522156430392
1763,mae,4.0,log2,0.71,16,38,0.09503348939535228
1764,mse,,log2,0.93,18,67,0.09669459831667561
1765,mse,4.0,sqrt,0.2,56,80,0.09544378788468262
1766,mae,4.0,auto,0.42,99,35,0.09565297811417336
1767,mae,1.0,sqrt,0.79,96,24,0.09681713808386162
1768,mse,2.0,auto,0.75,76,20,0.0961299262356298
1769,mse,,log2,0.69,18,76,0.09639345653914683
1770,mse,1.0,auto,0.89,86,12,0.09770079801091187
1771,mse,4.0,auto,0.4,60,25,0.0943597930156586
1772,mae,2.0,sqrt,0.77,94,72,0.09730023713686219
1773,mse,3.0,sqrt,0.98,52,46,0.09735241261016546
1774,mse,3.0,auto,0.8,44,94,0.09554972241097895
1775,mae,1.0,sqrt,0.31,37,54,0.09631523877621614
1776,mae,2.0,sqrt,0.96,50,99,0.09574983525266381
1777,mse,2.0,auto,0.5,16,94,0.097011350793225
1778,mae,1.0,auto,0.15,22,39,0.09487599067347578
1779,mae,1.0,sqrt,0.5,92,18,0.09782273506032164
1780,mse,2.0,log2,0.14,49,83,0.09522118180237785
1781,mse,1.0,sqrt,0.54,36,76,0.09688622316297099
1782,mae,1.0,sqrt,0.13,56,74,0.09684124947534792
1783,mae,4.0,log2,0.39,32,85,0.0968280511378256
1784,mse,,log2,0.27,30,60,0.09533144605556666
1785,mse,2.0,sqrt,0.29,29,27,0.09652281873273123
1786,mae,,auto,0.13,41,55,0.09511447906098545
1787,mse,3.0,log2,0.21,77,89,0.09510357126599227
1788,mse,1.0,log2,0.15,18,68,0.0955060530162732
1789,mae,,log2,0.42,68,58,0.09576134189323822
1790,mse,1.0,sqrt,0.84,48,16,0.09710141926172929
1791,mae,1.0,auto,0.92,78,86,0.09664512247048598
1792,mae,2.0,log2,0.99,18,72,0.09732240722795865
1793,mae,2.0,log2,0.63,15,95,0.09629304405649043
1794,mae,2.0,log2,0.22,37,27,0.09501009984810334
1795,mae,,log2,0.59,36,72,0.09585121867354819
1796,mae,,auto,0.28,74,44,0.096640616525485
1797,mse,4.0,auto,0.71,96,50,0.09517199744519245
1798,mse,,auto,0.11,77,75,0.09593964494133025
1799,mse,4.0,auto,0.8,24,33,0.09687327366232447
1800,mse,1.0,auto,0.95,26,53,0.09734694195606712
1801,mse,3.0,log2,0.62,79,45,0.0950381876724127
1802,mse,2.0,auto,0.51,53,74,0.09592614879931396
1803,mse,4.0,log2,0.73,23,43,0.09678121743816114
1804,mae,,sqrt,0.13,86,52,0.09678676340981658
1805,mse,3.0,log2,0.4,79,19,0.09693394095566053
1806,mse,4.0,auto,0.36,90,89,0.09688141788386795
1807,mse,,log2,0.25,38,79,0.0965173249535879
1808,mse,2.0,log2,0.25,52,29,0.09577594621169411
1809,mae,1.0,sqrt,0.22,34,84,0.09489298192230852
1810,mse,4.0,log2,0.94,61,10,0.09645363000129584
1811,mae,,sqrt,0.17,22,77,0.0965338818690578
1812,mae,3.0,log2,0.26,77,26,0.09522053479015066
1813,mae,2.0,sqrt,0.46,34,74,0.0967223821069586
1814,mae,3.0,auto,0.48,94,46,0.09645660843164715
1815,mse,,log2,0.76,20,36,0.09721717413546242
1816,mse,4.0,auto,0.34,41,34,0.09689289552595677
1817,mae,2.0,sqrt,0.96,39,25,0.09644690961514256
1818,mae,1.0,sqrt,0.68,18,76,0.09598004972917966
1819,mse,3.0,sqrt,0.7,93,63,0.09688792191888962
1820,mae,3.0,sqrt,0.62,23,50,0.09581629255160075
1821,mae,,log2,0.56,10,41,0.09632890418640846
1822,mse,2.0,auto,0.3,29,89,0.09648893528322984
1823,mae,4.0,log2,0.11,19,72,0.09662034851703934
1824,mse,4.0,auto,0.8,50,33,0.09561490718538593
1825,mse,1.0,sqrt,0.25,73,72,0.09630494828473761
1826,mae,3.0,sqrt,0.95,94,46,0.09576535501312212
1827,mse,2.0,auto,0.83,53,31,0.09577887139063047
1828,mae,4.0,sqrt,0.48,16,71,0.0956103353124845
1829,mse,1.0,sqrt,0.2,18,73,0.09569980127169643
1830,mse,3.0,sqrt,0.97,98,44,0.09627266957220583
1831,mae,2.0,auto,0.33,93,99,0.09537443583032922
1832,mae,4.0,sqrt,0.43,35,89,0.0964324766018462
1833,mse,,auto,0.1,36,55,0.09521457449172788
1834,mse,,auto,0.11,33,95,0.09544248053925383
1835,mae,4.0,sqrt,0.86,22,19,0.09592722733503051
1836,mae,4.0,auto,0.15,28,99,0.09682823491988289
1837,mse,,log2,0.55,54,26,0.095314141429916
1838,mae,2.0,auto,0.43,64,59,0.09566818744099162
1839,mse,4.0,sqrt,0.69,14,65,0.09681981182849789
1840,mse,4.0,auto,0.86,90,83,0.09711777108960379
1841,mae,4.0,sqrt,0.87,94,51,0.09648162471020647
1842,mse,3.0,auto,0.58,99,44,0.09618343296937176
1843,mse,,auto,0.45,89,74,0.09521264565418477
1844,mse,4.0,sqrt,0.1,34,45,0.09559709976699873
1845,mse,4.0,log2,0.17,82,75,0.09631568013294967
1846,mae,1.0,auto,0.75,10,57,0.09592159717741577
1847,mse,1.0,sqrt,0.61,76,19,0.0969173136659161
1848,mse,1.0,sqrt,0.77,70,57,0.09671312606936852
1849,mae,1.0,log2,0.63,47,98,0.09581927250637946
1850,mse,2.0,log2,0.83,69,42,0.09625959756981564
1851,mse,2.0,log2,0.8,17,83,0.09683212489099892
1852,mae,4.0,log2,0.93,73,68,0.09703752749650867
1853,mae,2.0,log2,0.47,94,62,0.0966580516432143
1854,mse,,sqrt,0.87,25,25,0.09647538396869997
1855,mae,1.0,sqrt,0.18,87,59,0.09615081942147762
1856,mae,,sqrt,0.41,65,53,0.09644925762653243
1857,mae,2.0,auto,0.65,96,59,0.09737916588051201
1858,mae,1.0,log2,0.67,48,45,0.09735333111686198
1859,mse,,log2,0.49,91,56,0.09548660327557355
1860,mae,4.0,log2,0.18,92,49,0.09538036829128185
1861,mse,2.0,sqrt,0.61,22,36,0.09712057412683375
1862,mae,4.0,auto,0.81,46,54,0.09623728470481033
1863,mae,1.0,auto,0.91,47,40,0.09717283578725555
1864,mse,1.0,log2,0.89,95,79,0.09600284584241454
1865,mse,2.0,sqrt,0.77,87,47,0.09541188797057529
1866,mae,2.0,auto,0.75,99,24,0.09679638151474937
1867,mse,4.0,auto,0.65,13,59,0.09584640943208572
1868,mse,1.0,sqrt,0.37,72,13,0.09545245668919122
1869,mse,4.0,sqrt,0.95,31,49,0.09549838563225047
1870,mse,,sqrt,0.11,83,15,0.09655060068825637
1871,mse,3.0,sqrt,0.43,13,49,0.09635658326746878
1872,mae,1.0,log2,0.19,74,19,0.09560581286456016
1873,mse,3.0,log2,0.83,44,45,0.09752776586184059
1874,mse,2.0,log2,0.79,54,15,0.09518277223571865
1875,mae,3.0,log2,0.47,53,94,0.09538349441717307
1876,mse,1.0,auto,0.15,57,35,0.09537640561882307
1877,mae,2.0,sqrt,0.21,10,93,0.09698541078814464
1878,mae,3.0,log2,0.12,68,83,0.09582013442207624
1879,mae,3.0,log2,0.74,93,21,0.09687449480281879
1880,mae,2.0,auto,0.71,95,28,0.09649560559263815
1881,mse,1.0,sqrt,0.75,64,59,0.09704180964453075
1882,mse,2.0,sqrt,0.79,37,46,0.09522367178702429
1883,mse,2.0,sqrt,0.78,34,93,0.09509827676118973
1884,mae,1.0,log2,0.83,46,63,0.09569525458417794
1885,mae,4.0,auto,0.18,18,53,0.09562855401100753
1886,mse,4.0,log2,0.18,17,50,0.09674835433927492
1887,mse,3.0,sqrt,0.44,15,28,0.09670906766725157
1888,mse,4.0,auto,0.48,94,62,0.09675395466221998
